Word,Lemmas
apart-from,apartfrom;apartfroms;apart from;apart froms
apartheid,apartheids
apartment,apartments
apartment-building,apartmentbuilding;apartmentbuildings;apartment building;apartment buildings
apathy,apathies
ape,apes;apeing;aping;aped
aperitif,aperitifs
aperture,apertures
apex,apices;apexes
aphasia,aphasias
aphasic,aphasics
aphid,aphids
aphorism,aphorisms
aphorist,aphorists
aphrodisiac,aphrodisiacs
apiary,apiaries
aplomb,aplombs
apnea,apneas
apocalypse,apocalypses
apogee,apogees
apolipoprotein,apolipoproteins
apollo,apolloes
apologetic,apologetics
apologist,apologists
apologize,apologized;apologizing;apologizes
apology,apologies
apoplexy,apoplexies
apoptosis,apoptoses
apostasy,apostasies
apostate,apostates
apostle,apostles
apostrophe,apostrophes
apostrophize,apostrophized;apostrophizes;apostrophizing
apothecary,apothecaries
apotheosis,apotheoses
app,apps
appal,appalled;appalling;appals
appalachian,appalachians
appall,appalls;appals;appalling;appalled
appalling,appallings
apparatchik,apparatchiks
apparatus,apparatuses
apparel,apparelled;apparels
apparent,apparently
apparition,apparitions
appeal,appeals;appealed;appealing
appear,appeared;appears;appearing
appearance,appearances
appease,appeased;appeasing;appeases
appeasement,appeasements
appellant,appellants
appellation,appellations
appellative,appellatives
append,appended;appending;appends
appendage,appendages
appendectomy,appendectomies
appendicitis,appendicitis
appendix,appendices;appendixes
appertain,appertaining;appertains;appertained
appetite,appetites
appetizer,appetizers
applaud,applauded;applauding;applauds
applause,applauses
apple,apples
applesauce,applesauces
applet,applets
appliance,appliances
applicability,applicabilities
applicable,applicables
applicant,applicants
application,applications
applicator,applicators
applique,appliqued;appliques
apply,applied;applies;applying
apply-yourself,applyyourself;applyyourselfs;apply yourself;apply yourselfs
appoint,appointed;appointing;appoints
appointee,appointees
appointment,appointments
apportion,apportioned;apportioning;apportions
apportionment,apportionments
appose,apposed;apposes;apposing
apposition,appositions
appraisal,appraisals
appraise,appraised;appraising;appraises
appraiser,appraisers
appreciate,appreciated;appreciating;appreciates
appreciation,appreciations
apprehend,apprehended;apprehending;apprehends
apprehension,apprehensions
apprentice,apprentices;apprenticed;apprenticing
apprenticeship,apprenticeships
apprise,apprised;apprises;apprising
appro,approes
approach,approaches;approached;approaching
approbation,approbations
appropriate,appropriated;appropriates;appropriating
appropriateness,appropriatenesses
appropriation,appropriations
appropriator,appropriators
approval,approvals
approve,approved;approving;approves
approver,approvers
approximate,approximated;approximating;approximates;approximatings
approximation,approximations
apraxia,apraxias
apricot,apricots
april,aprils
apron,aprons
apse,apses
apt,apts;apter;aptest
aptitude,aptitudes
aptness,aptnesses
aqua,aquas
aquaculture,aquacultures
aquamarine,aquamarines
aquarium,aquaria;aquariums
aquatic,aquatics
aquatint,aquatints;aquatinting;aquatinted
aquavit,aquavits
aqueduct,aqueducts
aquifer,aquifers
arab,arabs
arabesque,arabesques;arabesquing
arabic,arabics
arachnid,arachnids
araucaria,araucarias
arbiter,arbiters
arbitrage,arbitraging;arbitrages
arbitrariness,arbitrarinesses
arbitrary,analytically;arbitrarily;arbitrariness
arbitrate,arbitrating;arbitrates;arbitrated
arbitration,arbitrations
arbitrator,arbitrators
arbor,arbors
arboretum,arboretums
arbovirus,arboviruss
arc,arcs;arcing;arced
arcade,arcades;arcading;arcaded
arcane,arcanest
arch,arches;arched;arching
archaebacteria,archaebacterias
archaeologist,archaeologists
archaeology,archaeologies
archaeopteryx,archaeopteryxes
archangel,archangels
archbishop,archbishops
archbishopric,archbishoprics
archdeacon,archdeacons
archdeaconry,archdeaconries
archdiocese,archdioceses
archduke,archdukes
archenteron,archenterons
archeologist,archeologists
archeology,archeologies
archer,archers
archery,archeries
archetype,archetypes
archipelago,archipelagos
architect,architects;architected;architecting;architectings
architectural,architecturals
architecture,architectures
architrave,architraves;architraved
archive,archives;archiving;archived
archivist,archivists
archness,archnesses
archosaur,archosaurs
archway,archways
arctic,arctics
ardor,ardors
area,areas
arena,arenas
arete,aretes
argent,argents
argentine,argentines
arginine,arginines
argon,argons
argot,argots
argue,argued;argues;arguing
argument,arguments
argumentation,argumentations
argyle,argyles
aria,arias
aridity,aridities
arise,arising;arises;arose;arisen
aristocracy,aristocracies
aristocrat,aristocrats
aristotle,aristotles
arithmetic,arithmetics
arity,arities
ark,arks
arm,arms;armed;arming;armings
arm-in-arm,arminarm;arminarms;arm in arm;arm in arms
armada,armadas
armadillo,armadillos
armament,armaments
armamentarium,armamentariums
armature,armatures
armband,armbands
armchair,armchairs
armful,armfuls
armhole,armholes
armistice,armistices
armload,armloads
armoire,armoires
armor,armors
armorer,armorers
armorial,armorials
armory,armories
armour,armoured;armouring;armours
armpit,armpits
armrest,armrests
arms,armss
army,armies
armyworm,armyworms
aroma,aromas
aromatherapist,aromatherapists
aromatic,aromatics
around-the-clock,aroundtheclock;aroundtheclocks;around the clock;around the clocks
arousal,arousals
arouse,aroused;arousing;arouses
arpeggio,arpeggios
arquebus,arquebuss
arraign,arraigned;arraigning;arraigns
arraignment,arraignments
arrange,arranged;arranging;arranges
arrangement,arrangements
arranger,arrangers
array,arrays;arrayed;arraying;arrayings
arrears,arrearss
arrest,arrested;arrests;arresting
arrest-,arrest;arrests;arrest ;arrest s
arrhythmia,arrhythmias
arrival,arrivals
arrive,arrived;arriving;arrives;arrivings
arrogance,arrogances
arrow,arrows;arrowed;arrowing;arrowings
arrowhead,arrowheads
arse,arses;arsed;arsing
arsehole,arseholes;arseholed
arsenal,arsenals
arsenic,arsenics
arsenical,arsenicals
arson,arsons
arsonist,arsonists
art,arts
arterial,arterials
arteriosclerosis,arterioscleroses
artery,arteries
arthritic,arthritics
arthritis,arthritis
arthropod,arthropods
arthroscopy,arthroscopies
arthur,arthurs
artichoke,artichokes
article,articles;articled
articulate,articulated;articulating;articulates;articulatings
articulation,articulations
articulator,articulators
artifact,artifacts;artefact;artefacts
artifice,artifices
artificial,artificials
artificial-intelligence,artificialintelligence;artificialintelligences;artificial intelligence;artificial intelligences
artificiality,artificialities
artillery,artilleries
artilleryman,artillerymen
artiodactyl,artiodactyls
artisan,artisans
artist,artists
artiste,artistes
artistic,artistics
artistry,artistries
arts,artss
artwork,artworks
arty,artiest
arum,arums
aryan,aryans
as,ass
as-a-consequence,asaconsequence;asaconsequences;as a consequence;as a consequences
as-a-matter-of-fact,asamatteroffact;asamatteroffacts;as a matter of fact;as a matter of facts
as-a-whole,asawhole;asawholes;as a whole;as a wholes
as-far-as-i-know,asfarasiknow;asfarasiknows;as far as i know;as far as i knows
as-follows,asfollows;asfollowss;as follows;as followss
as-for,asfor;asfors;as for;as fors
as-if,asif;asifs;as if;as ifs
as-it-happens,asithappens;asithappenss;as it happens;as it happenss
as-it-stands,asitstands;asitstandss;as it stands;as it standss
as-long-as,aslongas;aslongass;as long as;as long ass
as-many-as,asmanyas;asmanyass;as many as;as many ass
as-opposed-to,asopposedto;asopposedtos;as opposed to;as opposed tos
as-soon-as,assoonas;assoonass;as soon as;as soon ass
as-soon-as-possible,assoonaspossible;assoonaspossibles;as soon as possible;as soon as possibles
as-though,asthough;asthoughs;as though;as thoughs
as-usual,asusual;asusuals;as usual;as usuals
as-well,aswell;aswells;as well;as wells
as-well-as,aswellas;aswellass;as well as;as well ass
as-yet,asyet;asyets;as yet;as yets
as-you-know,asyouknow;asyouknows;as you know;as you knows
asbestos,asbestos
asbestosis,asbestoses
ascend,ascended;ascends;ascending
ascendance,ascendances
ascendancy,ascendancies
ascendant,ascendants
ascension,ascensions
ascent,ascents
ascertain,ascertained;ascertaining;ascertains
ascetic,ascetics
asceticism,asceticisms
ascidian,ascidians
ascites,ascitess
ascribe,ascribed;ascribing;ascribes
ascriptive,ascriptives
ash,ashes
ashtray,ashtrays
asia,asias
aside,asides
ask,asked;asking;asks;askings
asp,asps
asparagus,asparaguss
aspect,aspects
aspen,aspens
asperity,asperities
aspersion,aspersions
asphalt,asphalted;asphalts;asphalting
asphodel,asphodels
asphyxia,asphyxias
asphyxiate,asphyxiated;asphyxiating;asphyxiates
asphyxiation,asphyxiations
aspic,aspics
aspidistra,aspidistras
aspirant,aspirants
aspirate,aspirated;aspirates;aspirating
aspiration,aspirations
aspire,aspired;aspiring;aspires
aspirin,aspirins
ass,asses;assed
assail,assailed;assailing;assails
assailant,assailants
assassin,assassins
assassinate,assassinated;assassinating;assassinates
assassination,assassinations
assault,assaults;assaulted;assaulting
assay,assays;assayed;assaying
assemblage,assemblages
assemble,assembled;assembling;assembles
assembler,assemblers
assembly,assemblies
assemblyman,assemblymen
assent,assented;assents;assenting
assert,asserted;asserting;asserts;assertings
assert-yourself,assertyourself;assertyourselfs;assert yourself;assert yourselfs
assertion,assertions
assertiveness,assertivenesses
assess,assessed;assessing;assesses
assessment,assessments
assessor,assessors
asset,assets
asshole,assholes
assibilation,assibilations
assiduity,assiduities
assign,assigned;assigning;assigns
assignation,assignations
assignee,assignees
assignment,assignments
assignor,assignors
assimilate,assimilated;assimilating;assimilates
assimilation,assimilations
assist,assisted;assisting;assists
assistance,assistances
assistant,assistants
assize,assizes
associate,associated;associates;associating
associateship,associateships
association,associations
associative,associatives
assonance,assonances
assort,assorts;assorting;assorted
assortment,assortments
assuage,assuaged;assuaging;assuages
assume,assumed;assuming;assumes
assumption,assumptions
assurance,assurances
assure,assured;assures;assuring
aster,asters
asterisk,asterisks;asterisked;asterisking
asteroid,asteroids
asthenosphere,asthenospheres
asthma,asthmas
asthmatic,asthmatics
astigmatism,astigmatisms
astonish,astonished;astonishes;astonishing
astonishment,astonishments
astound,astounding;astounded;astounds
astrakhan,astrakhans
astringent,astringents
astrocyte,astrocytes
astrologer,astrologers
astrology,astrologies
astronaut,astronauts
astronomer,astronomers
astronomy,astronomies
astrophysicist,astrophysicists
astrophysics,astrophysicss
astuteness,astutenesses
asylum,asylums
asymmetry,asymmetries
asymptote,asymptotes
at,ats
at-a-disadvantage,atadisadvantage;atadisadvantages;at a disadvantage;at a disadvantages
at-a-glance,ataglance;ataglances;at a glance;at a glances
at-a-loss,ataloss;atalosss;at a loss;at a losss
at-a-loss-for-words,atalossforwords;atalossforwordss;at a loss for words;at a loss for wordss
at-all,atall;atalls;at all;at alls
at-all-costs,atallcosts;atallcostss;at all costs;at all costss
at-any-price,atanyprice;atanyprices;at any price;at any prices
at-any-rate,atanyrate;atanyrates;at any rate;at any rates
at-best,atbest;atbests;at best;at bests
at-ease,atease;ateases;at ease;at eases
at-face-value,atfacevalue;atfacevalues;at face value;at face values
at-fault,atfault;atfaults;at fault;at faults
at-first,atfirst;atfirsts;at first;at firsts
at-first-sight,atfirstsight;atfirstsights;at first sight;at first sights
at-hand,athand;athands;at hand;at hands
at-heart,atheart;athearts;at heart;at hearts
at-issue,atissue;atissues;at issue;at issues
at-least,atleast;atleasts;at least;at leasts
at-length,atlength;atlengths;at length;at lengths
at-once,atonce;atonces;at once;at onces
at-one-time-or-another,atonetimeoranother;atonetimeoranothers;at one time or another;at one time or anothers
at-random,atrandom;atrandoms;at random;at randoms
at-risk,atrisk;atrisks;at risk;at risks
at-the-best-of-times,atthebestoftimes;atthebestoftimess;at the best of times;at the best of timess
at-the-latest,atthelatest;atthelatests;at the latest;at the latests
at-the-moment,atthemoment;atthemoments;at the moment;at the moments
at-the-same-time,atthesametime;atthesametimes;at the same time;at the same times
at-the-very-least,attheveryleast;attheveryleasts;at the very least;at the very leasts
at-this-rate,atthisrate;atthisrates;at this rate;at this rates
at-times,attimes;attimess;at times;at timess
at-your-convenience,atyourconvenience;atyourconveniences;at your convenience;at your conveniences
at-your-fingertips,atyourfingertips;atyourfingertipss;at your fingertips;at your fingertipss
at-your-own-risk,atyourownrisk;atyourownrisks;at your own risk;at your own risks
ataxia,ataxias
atenolol,atenolols
atheism,atheisms
atheist,atheists
athenian,athenians
athens,athenss
atheroma,atheromas
atherosclerosis,atheroscleroses
athlete,athletes
athletic,athletics
athleticism,athleticisms
atlantic,atlantics
atlas,atlases
atmosphere,atmospheres
atmospheric,atmospherics
atoll,atolls
atom,atoms
atomic,atomics
atomism,atomisms
atonality,atonalities
atone,atones;atoning;atoned
atonement,atonements
atrazine,atrazines
atresia,atresias
atrium,atriumed
atrocity,atrocities
atrophy,atrophied;atrophies;atrophying
atropine,atropines
attach,attached;attaching;attaches
attachment,attachments
attack,attacks;attacked;attacking
attacker,attackers
attain,attained;attaining;attains
attainder,attainders
attainment,attainments
attempt,attempts;attempted;attempting
attend,attended;attending;attends
attendance,attendances
attendant,attendants
attendee,attendees
attender,attenders
attention,attentions
attentiveness,attentivenesses
attenuate,attenuated;attenuating;attenuates
attenuation,attenuations
attest,attested;attests;attesting
attestation,attestations
attic,attics
attire,attired;attires;attiring
attitude,attitudes
attorney,attorneys
attract,attracted;attracting;attracts
attraction,attractions
attractiveness,attractivenesses
attractor,attractors
attributable,attributables
attribute,attributed;attributes;attributing
attribution,attributions
attributive,attributives
attrition,attritions
attune,attuned;attunes;attuning
au,aus
aubergine,aubergines
auction,auctions;auctioned;auctioning;auctionings
auctioneer,auctioneers;auctioneering
audacity,audacities
audible,audibles
audience,audiences
audio,audios
audiocassette,audiocassettes
audiology,audiologies
audiophile,audiophiles
audiotape,audiotapes;audiotaped
audiovisual,audiovisuals
audit,audits;audited;auditing;auditings
audition,auditions;auditioned;auditioning
auditor,auditors
auditorium,auditoriums;auditoria
auger,augers;augering
aught,aughts
augment,augmented;augmenting;augments
