Word,naver_priority
rail,2
railway,2
raise,2
rally,1
random,1
range,2
rank,2
ranking,0
rape,1
rapid,2
rapidly,1
rat,1
rate,2
rating,0
ratio,1
rational,1
raw,2
ray,2
reach,2
read,2
reader,2
reading,2
ready,2
real,2
realistic,2
realization,1
really,2
realm,1
rear,2
reason,2
reasonable,2
reasonably,2
reasoning,1
reassure,1
rebellion,1
rebuild,1
recall,2
receive,2
receiver,1
recent,2
recently,2
reception,2
recession,1
recipe,1
recipient,0
reckon,2
recognition,2
recognize,2
recommend,2
recommendation,1
reconstruction,1
record,2
recording,2
recover,2
recovery,1
recruit,1
recruitment,0
recycle,0
red,2
reduce,2
reduction,2
refer,1
referee,1
reference,2
referendum,0
reflect,2
reflection,1
reform,2
refuge,1
refugee,1
refusal,2
regain,1
regard,2
regardless,1
regime,1
regional,2
register,2
registration,1
regret,2
regularly,2
regulate,1
regulation,2
regulator,0
regulatory,0
rehabilitation,1
reign,1
reinforce,1
reject,2
rejection,1
relation,2
relationship,2
relative,2
relatively,2
relax,2
relaxed,2
relaxing,2
release,2
relevance,0
relevant,2
reliability,0
reliable,1
relief,2
relieve,1
relieved,0
religion,2
religious,2
reluctant,1
rely,1
remain,2
remainder,1
remains,2
remarkable,2
remarkably,1
remedy,1
remember,2
remind,2
reminder,1
remote,2
removal,2
remove,2
render,2
renew,1
renowned,0
rent,2
rental,1
repeat,2
repeated,2
replacement,1
report,2
reportedly,0
reporting,0
represent,2
representation,1
representative,2
reproduce,2
reproduction,1
republic,1
reputation,2
request,2
require,2
requirement,2
rescue,2
researcher,1
resemble,1
reservation,2
reside,1
residence,1
residential,1
residue,0
resign,1
resignation,1
resistance,2
resolution,1
resource,2
respect,2
respective,1
respectively,1
responsibility,2
responsible,2
rest,2
restaurant,2
restoration,1
restore,2
restraint,1
restrict,2
restriction,2
result,2
resume,0
retail,1
retirement,2
retreat,1
retrieve,1
return,2
revelation,1
revenge,1
revenue,1
reverse,2
review,2
revise,2
revision,2
revival,1
revive,1
revolutionary,1
rhetoric,1
rice,2
rich,2
ride,2
ridiculous,2
right,2
risky,1
rival,2
river,2
rob,2
robbery,1
rock,2
rocket,2
role,2
romance,0
romantic,2
roof,2
rope,2
rose,0
roughly,2
route,2
ruin,2
safe,2
sandwich,1
satisfaction,2
saturday,2
sb/sth,0
scandal,1
scare,2
scenario,0
sceptical,0
scholar,1
scholarship,1
scientific,2
scope,1
scratch,2
screening,0
script,1
sculpture,1
secondary,2
secondly,1
secret,2
secretary,2
section,2
security,2
seeker,0
seem,2
seemingly,1
segment,1
selective,1
seminar,1
senator,2
sensation,1
sensible,2
sensitivity,1
sentence,2
sentiment,1
separate,2
separation,2
september,2
sequence,1
series,2
seriously,2
servant,2
serve,2
set,2
set-up,0
setting,1
settlement,2
settler,1
seventeen,2
seventy,2
several,2
severely,1
sex,2
sexy,0
shadow,2
shake,2
shall,2
shallow,2
shame,2
shape,2
shaped,2
shareholder,0
shatter,1
sheet,2
shelter,2
shift,2
ship,2
shocked,0
shocking,2
shooting,2
shore,0
short-term,0
shortage,1
shortly,2
shoulder,2
shout,2
shut,2
sibling,0
side,2
sign,2
signature,2
significance,0
significant,2
significantly,2
silence,2
simulation,0
simultaneously,1
sin,2
singing,2
situated,1
sketch,1
skilled,2
skip,1
skull,1
slap,1
slave,2
slavery,1
slogan,1
smartphone,0
so-called,1
socialist,0
sole,0
solely,1
solicitor,1
solidarity,0
solo,1
somebody,2
somehow,2
someone,2
something,2
sometime,1
sometimes,2
somewhat,2
sophisticated,1
sort,2
soul,2
sound,2
sovereignty,1
space,2
spam,0
span,1
spare,2
specialize,1
specialized,0
species,1
specific,2
specifically,2
specification,0
specify,1
specimen,1
spectacle,1
spectacular,1
spectator,1
spectrum,1
speculate,1
speculation,1
speech,2
speed,2
spell,2
spending,0
sphere,1
spice,2
spider,2
spill,1
spin,2
spine,1
spiritual,2
spite,2
split,2
spoil,2
spokesman,1
spokesperson,0
spokeswoman,0
sponsor,1
sponsorship,0
spoon,2
sporting,1
spot,2
spotlight,1
spouse,1
spy,1
squad,1
square,2
squeeze,2
stab,1
stability,1
stabilize,1
stage,2
stair,2
stake,1
stall,1
stance,1
standing,1
stark,1
starve,1
statement,2
station,2
statistical,1
steadily,1
steam,2
steer,2
stem,1
stereotype,1
stick,2
still,2
stimulate,1
stimulus,1
stir,2
stone,2
storage,1
straight,2
strange,2
strategy,2
strengthen,1
stress,2
stretch,2
strict,2
strictly,2
strip,2
strive,1
stroke,2
strong,2
structure,2
struggle,2
student,2
study,2
stuff,2
stunning,1
stupid,2
style,2
subject,2
submit,1
subsequent,1
subsequently,0
subtle,1
suburb,1
suburban,1
succeed,2
success,2
successful,2
successfully,1
succession,1
successive,1
successor,1
such,2
suck,2
sudden,2
suddenly,2
sue,1
suffering,2
sufficient,2
sufficiently,1
sugar,2
suggest,2
suggestion,2
suit,2
summer,2
sun/a,0
super,0
supermarket,2
supervision,1
supervisor,1
supplement,1
supply,2
support,2
supporter,2
supportive,0
suppose,2
supposedly,0
suppress,1
sure,2
surely,2
surface,2
surgeon,1
surgery,1
surprise,2
surprised,2
surprising,2
surround,2
surrounding,2
surveillance,0
survey,2
survival,1
survive,2
survivor,1
suspect,2
suspend,1
suspension,1
suspicion,2
sustainable,0
swallow,2
swear,2
sweater,2
sweet,2
swim,2
swimming,2
switch,2
symbol,2
sympathetic,2
sympathy,2
symptom,1
syndrome,1
system,2
table,2
tablet,2
tackle,2
tag,1
tail,2
take,2
tale,2
talent,1
talented,0
talk,2
tap,2
tape,2
teacher,2
teaching,2
team,2
technical,2
technique,2
technological,1
technology,2
teenage,0
teenager,1
teens,1
telephone,2
television,2
tell,2
temperature,2
temple,2
temporarily,1
temporary,2
ten,2
tend,2
tendency,2
tension,2
tent,2
term,2
terminal,1
terms,0
terribly,2
terrify,1
territory,1
terror,1
terrorism,0
terrorist,0
testing,0
text,2
textbook,2
that,2
theatre,2
theatrical,1
theft,1
their,2
themselves,2
therapist,0
therapy,1
thereafter,1
thesis,1
thick,2
thinking,2
thirsty,2
thirteen,2
thirty,2
thorough,2
thoroughly,2
thought-provoking,0
thoughtful,1
thousand,2
thread,2
threat,2
threaten,2
three,2
throat,2
through,2
throw,2
thumb,2
thursday,2
thus,2
ticket,2
tight,2
time,2
timing,1
tissue,1
to,2
today,2
together,2
toilet,2
tomato,2
ton,2
tonight,2
tonne,2
top,2
tough,2
tournament,1
towards,2
towel,2
tower,2
trace,2
track,2
trademark,1
trading,2
tradition,2
traditional,2
tragedy,1
tragic,1
train,2
trainer,1
trait,1
transaction,1
transcript,1
transfer,2
transform,2
transformation,1
transit,1
transition,1
translation,2
transmission,1
transmit,1
transparency,0
transparent,2
transport,2
transportation,2
trap,2
trauma,0
treasure,2
tremendous,1
trial,2
tribal,0
tribe,2
tribunal,1
tribute,1
trigger,1
trillion,1
trip,2
troop,2
trophy,1
trouble,2
troubled,0
trustee,1
tsunami,0
ultimate,2
ultimately,2
unacceptable,2
uncertainty,1
uncomfortable,2
unconscious,2
undergo,1
undergraduate,1
underground,2
underlying,1
undermine,1
understand,2
understanding,2
undertake,1
underwear,2
undoubtedly,1
unemployed,2
unemployment,2
unexpected,2
unfair,2
unfold,1
unfortunate,2
unfortunately,2
unhappy,2
uniform,2
unify,0
unique,2
unit,2
unite,2
united,2
unity,1
universal,1
universe,2
university,2
unknown,2
unnecessary,2
unpleasant,2
unprecedented,1
unusual,2
unveil,0
upcoming,0
update,0
upgrade,0
uphold,1
upper,2
upstairs,2
upwards,2
urban,2
urgent,2
usage,1
use,2
used,0
useless,2
user,2
utility,1
utilize,1
utterly,1
vacuum,1
vague,1
valid,2
validity,1
van,2
vanish,1
variable,1
variation,2
varied,2
various,2
vehicle,2
vein,1
venture,2
verbal,1
verdict,1
verify,1
version,2
vertical,2
vessel,2
veteran,1
viable,0
vibrant,0
vice,1
victim,2
viewpoint,1
villager,1
violate,1
violation,1
violence,2
violent,2
virtual,1
virtue,2
visa,1
visible,2
vision,2
volume,2
voluntary,1
volunteer,1
vote,2
voting,0
vulnerability,0
vulnerable,0
wander,2
ward,1
warehouse,1
warfare,1
warm,2
warming,0
warn,2
warrant,1
warrior,1
washing,2
water,2
wave,2
weaken,1
weakness,2
wealth,2
wealthy,1
weave,1
wedding,2
weekly,2
weight,2
weird,1
welcome,2
welfare,1
well,2
well-being,1
west,2
whatever,2
whatsoever,1
wheat,2
whenever,2
where,2
whereas,2
whereby,1
wherever,2
whether,2
while,2
whilst,1
whip,1
whisper,2
who,2
whoever,2
whole,2
wholly,1
whom,2
whose,2
why,2
wide,2
widely,2
widen,1
widespread,1
widow,1
width,2
wild,2
wildlife,0
willing,2
willingness,1
win,2
wind2,0
wine,2
winner,2
wipe,1
wisdom,2
wish,2
wit,2
withdraw,2
withdrawal,1
without,2
witness,2
woman,2
wonder,2
wonderful,2
wood,2
wooden,2
word,2
work,2
worker,2
workforce,0
working,2
workout,0
workplace,0
workshop,1
world,2
worm,1
worried,2
worry,2
worse,2
worship,2
worst,2
worthwhile,1
worthy,2
would,2
wow,0
wrap,2
wrist,2
write,2
writer,2
wrong,2
year,2
yes,2
yesterday,2
yet,2
you,2
young,2
youngster,1
your,2
yours,2
yourself,2
zero,2
be,2
the,2
and,2
it,2
i,0
this,2
we,2
so,2
do,2
they,2
what,2
go,2
on,2
but,2
for,2
there,2
if,2
can,2
some,2
with,2
as,2
at,2
will,2
he,2
here,2
all,2
know,2
say,2
like,2
then,2
think,2
thing,2
which,2
from,2
by,2
up,2
see,2
ok,2
out,2
very,2
how,2
when,2
want,2
way,2
other,2
people,2
two,2
actual,2
come,2
kind,2
could,2
into,2
give,2
let,2
over,2
also,2
different,2
call,2
than,2
every,2
much,2
first,2
good,2
same,2
lot,2
little,2
only,2
down,2
happen,2
find,2
part,2
try,2
start,2
should,2
might,2
most,2
many,2
big,2
show,2
interest,2
bit,2
move,2
new,2
she,2
fact,2
idea,2
state,2
four,2
five,2
end,2
important,2
before,2
basic,2
second,2
around,2
long,2
each,2
next,2
simple,2
last,2
off,2
small,2
sense,2
turn,2
group,2
able,2
order,2
ask,2
day,2
both,2
too,2
large,2
form,2
plus,0
nine,2
relate,2
guy,2
person,2
always,2
general,2
law,2
less,2
exact,2
life,2
run,2
late,2
name,2
six,2
area,2
base,2
history,2
eight,2
week,2
keep,2
type,2
left,2
grow,2
few,2
book,2
market,2
govern,2
easy,2
true,2
else,2
man,2
play,2
difference,2
body,2
field,2
early,2
learn,2
live,0
feel,2
least,2
lead,0
follow,2
test,2
never,2
enough,2
depend,2
school,2
minute,0
once,2
view,2
already,2
seven,2
hard,2
obvious,2
often,2
either,2
close,0
charge,2
under,2
though,2
deal,2
care,2
expect,2
figure,2
half,2
science,2
matter,2
draw,2
rather,2
list,2
within,2
step,2
old,2
twenty,2
nation,2
love,2
hear,2
money,2
story,2
final,2
along,2
imagine,2
mention,2
break,2
piece,2
open,2
size,2
usual,2
rule,2
sorry,2
total,2
ever,2
black,2
almost,2
involve,2
hold,2
death,2
must,2
lose,2
plan,2
single,2
guess,2
white,2
manage,2
head,2
inside,2
public,2
home,2
air,2
degree,2
situation,2
nice,2
mind,2
short,2
star,2
during,2
stop,2
fall,2
buy,2
against,2
thank,2
house,2
room,2
decide,2
leave,2
key,2
sit,2
land,2
speak,2
stand,2
million,2
health,2
local,2
hour,2
sell,2
difficult,2
paper,2
until,2
spend,2
fast,2
die,2
fair,2
tree,2
send,2
business,2
deep,2
educate,2
share,2
ground,2
full,2
since,2
wall,2
although,2
job,2
note,2
face,2
middle,2
huge,2
rights,0
toward,2
agree,2
kill,2
special,2
load,2
protect,2
laugh,2
south,2
perfect,2
near,2
bottom,2
concern,2
store,2
alright,0
major,2
walk,2
feed,2
service,2
page,2
treat,2
web,2
stay,2
animal,2
choice,2
heat,2
fine,2
month,2
wait,2
especially,2
party,2
hit,2
night,2
fight,2
plant,2
happy,2
fun,2
parent,2
slow,2
fix,2
friend,2
rise,2
watch,2
realise,0
mark,2
fit,2
forget,2
however,2
kid,2
finish,2
gas,2
pair,2
round,2
street,2
edge,2
among,2
blue,2
fill,2
worth,2
discover,2
miss,2
slight,2
rough,2
green,2
offer,2
cold,2
self,2
hello,2
upon,2
office,2
god,2
box,2
foot,2
movie,2
serious,2
owned,0
date,2
letter,2
save,2
door,2
fire,2
judge,2
tax,2
below,2
beauty,2
pain,2
baby,2
drink,2
hole,2
strike,2
bear,2
island,2
hot,2
oil,2
ball,2
east,2
unless,2
soon,2
born,2
lay,2
advertise,2
arrange,2
shoot,2
beyond,2
excite,2
amaze,2
clock,2
secure,2
lie,0
travel,2
hang,2
fear,2
video,2
aware,2
rain,2
town,2
road,2
birth,2
news,2
spring,2
king,2
jump,2
listen,2
music,2
park,2
shop,2
window,2
visit,2
touch,2
join,2
terrible,2
rid,1
ring,0
truth,2
trust,2
waste,2
tie,2
ought,2
wednesday,2
wear,2
twelve,2
alone,2
egg,2
bright,2
boy,2
floor,2
father,2
none,2
friday,2
smoke,2
tuesday,2
bus,2
odd,2
promise,2
son,2
gold,2
enjoy,2
lake,2
roll,2
skin,2
mess,2
glass,2
hat,2
lift,2
dog,2
gun,2
brother,2
marry,2
mister,1
card,2
settle,2
sleep,2
wife,2
bed,2
hospital,2
sir,2
hair,2
yellow,2
tomorrow,2
voice,2
internet,2
leg,2
song,2
horse,2
wheel,2
weather,2
boat,2
seat,2
favourite,2
eleven,2
hell,2
taste,2
sick,2
officer,2
hall,2
wake,2
mouth,2
sport,2
admit,2
underneath,2
sky,2
fellow,2
bag,2
value,2
energy,2
minus,1
develop,2
states,2
create,2
measure,2
vary,2
design,2
per,2
direction,2
effect,2
percent,2
language,2
social,2
period,2
exist,2
discuss,2
society,2
react,2
lower,1
mass,2
similar,2
research,2
active,2
calculate,2
flow,2
standard,2
therefore,2
occur,2
provide,2
include,2
image,2
decision,2
likely,2
describe,2
distance,2
scale,2
length,2
affect,2
risk,2
direct,2
introduce,2
engineer,2
resist,2
labour,2
region,2
memory,2
slide,2
typical,2
signal,2
feature,2
complicate,2
modern,2
select,2
stable,2
locate,2
path,2
mathematics,2
original,2
brain,2
female,2
opposite,2
bunch,2
search,2
dollar,2
benefit,2
purpose,2
basis,2
root,2
quality,2
goal,2
balance,2
laboratory,2
topic,2
advantage,2
improve,2
classic,2
knowledge,2
fail,2
match,2
maintain,2
replace,2
attention,2
wire,2
attract,2
attack,2
spread,2
department,2
loss,2
file,2
military,2
medical,2
citizen,2
fund,2
regular,2
familiar,2
row,2
seconds,0
screen,2
broad,2
brief,2
harm,2
stream,2
skill,2
weak,2
trick,2
attempt,2
directed,0
interview,2
satisfy,2
capable,2
item,2
destroy,2
solid,2
scene,2
title,2
score,2
remark,2
folk,2
email,2
opinion,2
library,2
mental,2
shock,2
agent,2
battle,2
western,2
band,2
gate,2
suffer,2
tiny,2
attitude,2
guide,2
thin,2
coast,2
grant,2
seek,2
adapt,2
strength,2
rare,2
smart,2
fashion,2
lack,2
favour,2
ill,2
instrument,2
wing,2
reserve,2
depress,2
ordinary,2
sale,2
smooth,2
alive,2
float,2
plastic,2
schedule,2
occasion,2
salt,2
bridge,2
bend,2
flip,1
camera,2
disappear,2
steady,2
medicine,2
tense,0
lesson,2
attend,2
newspaper,2
wise,2
native,2
mail,2
alcohol,2
tour,2
lawyer,2
truck,2
staff,2
nor,2
spirit,2
screw,2
manner,2
define,2
lecture,2
theory,2
method,2
solve,2
solution,2
source,2
response,2
curve,2
link,2
constrain,1
generate,2
initial,2
versus,1
sum,2
formula,2
error,2
civil,2
critic,1
quantity,2
etc,3
radiate,1
target,2
congress,2
label,2
statistic,0
respond,2
task,2
emit,1
nuclear,2
device,2
assess,1
failure,2
invent,2
publish,2
logic,2
scheme,2
approximate,2
sample,2
net,2
debate,2
oriented,0
origin,2
variety,2
content,0
layer,2
capture,2
sustain,1
entry,2
cancel,2
crisis,2
visual,1
slope,2
explore,2
substitute,2
literal,1
modify,1
belief,2
summary,2
theme,2
goods,2
formal,2
explicit,1
barrier,2
impose,2
gap,2
justify,2
liquid,2
sensitive,2
correlate,1
participate,1
crop,2
false,2
sector,2
aim,2
session,2
ancient,2
decade,2
emphasise,1
literature,2
severe,2
founded,0
mortal,1
software,2
status,2
implicate,0
zone,2
factory,2
former,2
prize,2
module,0
media,2
tube,2
digital,1
theoretical,1
fertile,1
mere,2
reward,2
legislate,0
scatter,2
criteria,0
vast,2
migrate,1
underlie,0
disc,2
substance,2
crucial,2
initiate,1
yield,2
contradict,1
trend,2
client,2
inject,1
journal,2
cluster,1
rotate,1
delta,0
node,0
alpha,0
velocity,1
graph,1
radius,1
semester,1
exponential,0
biology,2
coefficient,0
et al,0
infinite,1
notate,0
differential,1
optimise,0
geometry,1
beta,0
configure,0
cube,1
triangle,2
polar,1
theorem,0
click,2
inverse,0
gamma,0
intuitive,0
intuition,1
rectangle,1
align,0
simulate,1
dynamics,1
automobile,2
converge,1
maximise,0
elastic,1
horizontal,2
straightforward,1
synthesis,1
optic,1
saturate,1
micro,0
subtract,1
analytic,1
tutor,1
absorption,1
accrual,0
accrue,0
actively,1
advertiser,1
advisor,0
advisory,0
affiliate,0
afterward,2
aggregate,0
airport,2
alas,1
alert,1
algorithm,0
aluminum,1
amongst,1
amortization,0
amortize,0
analytical,0
annualize,0
annuity,1
annum,0
anti,1
antitrust,0
appliance,1
appraisal,0
approximation,1
arbitrage,0
arbitration,1
architect,1
array,1
artificial,2
atom,2
attributable,0
auditor,1
authorization,0
automate,0
autonomous,0
averse,1
aversion,1
aviation,1
axis,1
backward,2
banker,1
bankrupt,1
bankruptcy,1
baseball,2
baseline,0
batch,0
battery,2
beef,2
behavioral,0
beverage,1
bidder,0
bilateral,0
bitter,2
blank,2
blast,1
blend,1
bolster,0
bomber,1
bondholder,0
bonus,1
borrower,1
boycott,1
bracket,1
bribe,1
broaden,1
brochure,1
broker,1
brokerage,0
buffer,0
builder,1
bulk,1
bull,1
bullet,2
bully,1
bundle,1
bureaucrat,1
bureaucratic,1
bust,1
buyout,0
cabinet,2
calculator,0
calendar,2
cancellation,0
capita,0
capitalization,0
capitalize,0
captain,2
carmaker,0
carrier,1
cartel,0
catastrophe,1
cattle,2
ceasefire,0
census,1
centralize,0
certification,0
certify,1
chancellor,1
charitable,1
cheaply,2
cheat,2
cheque,2
citation,0
cleaner,1
cleric,0
clone,0
clout,0
clue,1
collar,1
collateral,1
collectively,0
communism,1
compatible,1
competency,0
competitiveness,0
composite,1
computation,1
computerize,0
con,0
conceptual,0
conditional,1
confidential,1
conform,1
conglomerate,0
congressman,1
conjunction,1
consolidation,1
consortium,0
constituent,1
constructive,1
consultancy,0
continental,1
contingency,0
contingent,0
continuity,1
continuously,1
contractual,0
controller,1
convergence,0
convertible,1
copyright,1
corn,2
correction,1
corrective,0
correlation,1
corruption,1
costly,1
counterparty,0
coupon,1
covariance,0
covenant,1
credential,0
creditor,1
crude,1
crunch,0
crush,2
cumulative,1
curb,2
cure,2
customize,0
cyclical,0
dash,2
debenture,0
debit,0
debtor,1
decent,1
decentralize,0
decimal,1
decree,1
deduct,1
deductible,0
deduction,1
deem,1
defective,1
defendant,1
defer,1
deflation,1
defy,1
deliverable,0
demise,0
demographic,0
denominate,0
denote,1
dent,1
dependency,0
depositor,0
depreciate,1
depreciation,1
deregulation,0
derivative,1
deter,0
determinant,0
devaluation,0
developer,0
deviation,1
diary,2
dictatorship,1
differentiation,0
digit,0
diligence,1
dilute,0
dioxide,1
dip,0
diplomacy,1
diplomat,1
directive,0
disable,1
discontinue,1
discrete,0
discretionary,0
discriminate,1
disguise,1
dismal,1
dismantle,0
dispatch,1
disposable,0
disposition,1
dissent,1
dissident,0
dissolution,1
distortion,0
distributor,1
diversification,0
diversify,0
dividend,1
doom,1
doubtful,1
downgrade,0
downside,0
downturn,0
downward,2
drain,1
drawback,1
drift,1
drill,1
dual,1
dub,0
duly,1
duplicate,1
durable,1
e-book,0
echo,1
economically,0
elasticity,0
electorate,0
embody,1
empowerment,0
enact,1
encyclopedia,0
endowment,1
enforceable,0
enhancement,0
enlarge,1
enlargement,1
entail,1
entity,0
entrant,0
entrepreneurial,0
equate,0
equilibrium,1
equity,0
erode,0
estimation,1
ethanol,0
ethics,1
eventual,1
ex,0
exempt,1
exemption,1
expectancy,1
expiration,0
exporter,0
externality,0
faculty,1
fairness,1
fate,2
favorable,1
fax,1
feasible,1
feedback,1
fiber,1
fiduciary,0
fierce,1
fighter,1
financially,1
fiscal,1
flavor,1
flaw,1
flee,1
fleet,0
flotation,0
fluctuate,1
fluctuation,1
follower,1
forecaster,0
